overall_qual,gr_liv_area,exter_qual,kitchen_qual,total_bsmt_sf,garage_area,garage_cars,1st_flr_sf,bsmt_qual,year_built,garage_finish,garage_yr_blt,year_remod/add,fireplace_qu,full_bath,foundation_PConc,mas_vnr_area,totrms_abvgrd
7,1504,4,4,1504.0,478.0,2.0,1504,4,1996,3,1996.0,1996,3,2,1,196.0,6
5,1700,3,4,1398.0,447.0,2.0,1700,3,1959,2,1959.0,1959,4,1,0,0.0,6
3,864,3,3,864.0,0.0,0.0,864,3,1914,0,1914.0,1950,0,1,0,0.0,5
6,1851,3,4,822.0,440.0,2.0,1020,3,1964,2,1964.0,1993,2,2,0,340.0,7
6,1512,4,4,756.0,440.0,2.0,756,4,2000,1,2000.0,2000,0,2,1,513.0,4
6,1298,3,3,651.0,240.0,1.0,759,3,1921,1,1994.0,2005,4,2,0,0.0,8
7,1673,4,4,1673.0,583.0,2.0,1673,3,2000,2,2000.0,2000,3,2,1,0.0,7
6,996,3,4,936.0,564.0,2.0,996,4,1992,1,1992.0,1992,0,1,1,0.0,5
6,1224,3,3,816.0,280.0,1.0,816,3,1948,1,1950.0,2004,0,1,0,0.0,5
4,1374,2,3,840.0,338.0,1.0,840,3,1920,3,1967.0,1950,0,1,1,0.0,6
5,1716,3,2,780.0,0.0,0.0,936,3,1912,0,1912.0,2000,0,2,1,0.0,9
8,3279,5,5,1650.0,841.0,3.0,1690,4,2003,3,2003.0,2003,4,3,1,603.0,12
7,1143,4,4,1143.0,0.0,0.0,1143,4,2006,0,2006.0,2006,0,1,1,0.0,5
9,1652,4,5,1652.0,840.0,2.0,1652,5,2006,3,2006.0,2007,5,2,1,300.0,6
5,1054,4,3,1046.0,240.0,1.0,1054,3,1947,1,1947.0,1993,0,1,0,0.0,6
5,935,3,3,935.0,288.0,1.0,935,3,1965,1,1965.0,1965,0,1,0,114.0,5
4,2377,3,4,1313.0,528.0,2.0,1313,3,1915,1,1954.0,1950,3,2,0,0.0,8
5,1122,3,4,924.0,528.0,2.0,1122,3,1948,1,1948.0,2005,0,1,0,0.0,6
5,1180,3,3,1180.0,477.0,2.0,1180,3,1970,2,1970.0,1970,0,1,0,0.0,6
7,1690,3,3,815.0,225.0,1.0,815,3,1916,1,1916.0,1950,4,1,0,0.0,7
8,1370,4,4,1370.0,484.0,2.0,1370,4,2006,2,2006.0,2006,4,2,1,178.0,6
5,1486,3,3,1486.0,480.0,2.0,1486,3,1964,3,1968.0,1999,0,1,1,0.0,7
5,1131,3,3,676.0,200.0,1.0,676,3,1941,1,1941.0,1950,0,1,0,0.0,5
8,2799,4,4,1286.0,704.0,3.0,1565,4,1993,3,1993.0,1993,3,2,1,420.0,8
7,1456,4,4,728.0,440.0,2.0,728,4,2006,3,2006.0,2006,3,2,1,0.0,8
8,1734,4,4,1587.0,528.0,2.0,1734,4,1995,2,1995.0,1996,0,2,1,0.0,6
9,1531,4,5,1504.0,700.0,3.0,1531,5,2006,3,2006.0,2006,4,2,1,122.0,6
8,1922,4,4,1922.0,692.0,3.0,1922,4,2002,3,2002.0,2002,5,2,1,886.0,6
5,1144,3,3,1144.0,336.0,1.0,1144,3,1960,2,1960.0,1960,4,1,0,69.0,6
7,1363,3,3,1385.0,439.0,2.0,1363,4,1954,1,1954.0,2005,3,1,0,0.0,5
9,1866,5,5,1858.0,870.0,3.0,1866,4,2008,3,2008.0,2008,4,2,1,492.0,7
3,1077,3,3,1007.0,210.0,1.0,1077,3,1922,1,1922.0,1950,4,1,0,0.0,6
8,1550,4,4,1550.0,528.0,2.0,1550,4,2006,3,2007.0,2007,0,2,1,0.0,5
7,1646,4,5,1594.0,482.0,2.0,1646,5,2004,3,2004.0,2005,4,2,1,174.0,5
7,1248,4,4,1248.0,438.0,2.0,1248,4,2005,3,2005.0,2006,0,2,1,16.0,5
7,1245,4,4,1235.0,495.0,2.0,1245,4,2004,2,2004.0,2005,0,2,1,0.0,5
6,1052,3,3,1052.0,311.0,1.0,1052,3,1963,3,1963.0,1963,0,1,0,203.0,6
6,1829,3,3,1829.0,535.0,2.0,1829,3,1967,2,1967.0,1967,0,2,0,120.0,8
4,952,3,3,952.0,283.0,1.0,952,3,1956,1,1956.0,1956,0,1,0,0.0,4
7,1480,4,4,1480.0,620.0,2.0,1480,4,2003,2,2003.0,2009,0,2,1,506.0,7
8,1844,4,4,1844.0,620.0,2.0,1844,4,2005,3,2005.0,2006,4,2,1,366.0,7
6,1497,3,3,825.0,672.0,1.0,825,3,1937,1,2004.0,2000,0,2,0,0.0,5
5,976,3,3,976.0,215.0,1.0,976,3,1942,1,1942.0,1950,0,1,0,0.0,5
5,964,3,3,876.0,432.0,2.0,964,4,1921,1,1921.0,2006,0,1,0,0.0,5
7,1501,4,4,1490.0,577.0,2.0,1501,4,1999,2,1999.0,1999,0,2,1,183.0,6
5,1560,3,3,1150.0,313.0,1.0,1560,3,1956,1,1956.0,1956,3,1,0,259.0,7
6,3395,2,2,1440.0,0.0,0.0,1440,3,1914,0,1914.0,1995,0,2,0,0.0,14
5,864,3,3,864.0,399.0,1.0,864,3,1958,1,1958.0,1958,0,1,0,0.0,6
7,1525,4,4,1525.0,541.0,2.0,1525,4,2000,2,2000.0,2000,0,2,1,244.0,6
5,1190,3,3,1106.0,540.0,2.0,1190,3,1962,1,1962.0,1962,0,1,0,120.0,6
8,1830,4,4,1302.0,859.0,3.0,1302,4,2006,2,2006.0,2006,0,2,1,0.0,7
7,1500,4,4,1500.0,570.0,2.0,1500,4,2004,2,2004.0,2004,0,2,1,210.0,6
7,1762,4,4,826.0,591.0,2.0,878,4,2002,3,2002.0,2002,0,2,1,199.0,6
7,1902,4,5,1902.0,567.0,2.0,1902,4,1959,3,1959.0,2002,3,2,1,0.0,7
8,1658,4,4,1614.0,726.0,3.0,1658,4,2008,3,2008.0,2008,4,2,1,294.0,7
9,1506,4,5,1498.0,592.0,2.0,1506,4,2008,3,2008.0,2008,4,2,1,284.0,6
5,899,3,4,864.0,288.0,1.0,899,3,1967,3,1967.0,2004,0,1,1,89.0,5
5,1654,3,3,297.0,336.0,1.0,1001,3,1930,1,1955.0,1982,4,2,0,0.0,7
5,912,3,3,520.0,360.0,1.0,912,3,1930,2,1934.0,1995,0,1,0,0.0,5
5,1373,3,3,1319.0,591.0,2.0,1373,4,1978,3,1978.0,1978,3,1,0,0.0,5
7,1709,4,4,970.0,380.0,2.0,970,4,2004,1,2004.0,2004,0,2,1,50.0,7
5,816,3,3,816.0,100.0,1.0,816,3,1922,1,1922.0,1950,0,1,0,0.0,5
6,1091,3,3,384.0,429.0,1.0,1091,4,1993,3,1993.0,1996,0,1,0,0.0,5
6,1081,3,3,1081.0,401.0,1.0,1081,3,1960,1,1960.0,1993,0,1,0,276.0,5
5,1020,3,3,1024.0,288.0,1.0,1020,3,1965,1,1965.0,1965,0,2,0,0.0,5
7,999,5,5,944.0,588.0,2.0,999,3,1961,2,1961.0,2007,0,1,0,210.0,6
4,1440,3,3,1440.0,0.0,0.0,1440,4,1977,0,1977.0,1977,0,2,1,0.0,8
7,1753,4,3,853.0,534.0,2.0,853,4,1998,2,1998.0,1999,2,2,1,290.0,7
8,1964,4,4,1100.0,760.0,2.0,1116,4,2005,3,2005.0,2006,4,2,1,192.0,8
7,1141,4,4,1141.0,484.0,2.0,1141,4,2006,2,2006.0,2006,0,1,1,0.0,6
7,854,3,3,832.0,576.0,2.0,854,3,1929,1,1991.0,2001,0,1,0,0.0,5
6,1182,3,3,770.0,378.0,1.0,885,2,1945,1,1945.0,1950,0,1,0,0.0,5
9,2091,5,5,1606.0,521.0,2.0,1625,5,2005,2,2005.0,2006,4,2,1,385.0,8
4,985,3,3,576.0,676.0,2.0,985,3,1920,1,1989.0,1994,0,1,0,0.0,4
7,1446,3,3,729.0,406.0,2.0,729,4,1996,1,1996.0,1997,3,2,1,0.0,6
7,2022,3,3,1160.0,505.0,2.0,1156,4,1977,3,1977.0,1977,3,2,0,299.0,8
7,1948,4,4,847.0,434.0,2.0,847,4,2004,3,2004.0,2005,4,2,1,0.0,8
8,1590,4,4,768.0,676.0,2.0,786,4,2008,2,2008.0,2008,0,2,1,0.0,6
7,1948,4,4,847.0,434.0,2.0,847,4,2003,3,2003.0,2003,4,2,1,16.0,8
4,1324,3,3,672.0,240.0,1.0,757,3,1936,1,1936.0,1950,0,1,0,0.0,6
6,1425,3,3,1425.0,576.0,2.0,1425,3,1964,2,1964.0,1964,4,2,0,272.0,7
5,2337,3,3,662.0,560.0,2.0,1422,3,1900,1,1945.0,1950,0,2,0,0.0,10
5,908,3,3,822.0,512.0,2.0,908,3,1940,1,1975.0,1996,0,1,1,0.0,4
7,1492,4,4,738.0,440.0,2.0,738,4,2006,3,2006.0,2006,0,2,1,0.0,8
5,1150,3,3,1150.0,288.0,1.0,1150,3,1961,2,1961.0,1961,0,1,0,0.0,6
7,2097,4,4,1080.0,678.0,3.0,1080,4,1993,1,1993.0,1993,3,2,1,0.0,9
5,1256,3,4,1256.0,311.0,1.0,1256,3,1959,2,1959.0,1959,0,1,1,0.0,6
8,1939,4,4,1095.0,1053.0,3.0,1095,4,2006,2,2006.0,2006,4,2,1,0.0,8
5,1566,3,4,816.0,450.0,2.0,816,3,1924,1,1976.0,1950,0,1,1,145.0,7
4,784,3,3,784.0,0.0,0.0,784,3,1955,0,1955.0,1955,0,1,0,0.0,4
8,1500,4,4,1489.0,674.0,2.0,1500,4,2006,2,2005.0,2006,4,2,1,132.0,7
9,1850,4,4,1833.0,772.0,3.0,1850,5,2004,3,2004.0,2005,4,2,1,378.0,8
6,1515,4,4,789.0,393.0,2.0,813,4,2004,3,2004.0,2004,4,2,1,0.0,8
8,1537,4,4,1518.0,788.0,3.0,1537,5,2006,3,2007.0,2007,0,2,1,258.0,8
6,987,3,3,483.0,288.0,1.0,483,3,1972,1,1972.0,1972,0,1,0,425.0,5
7,1962,4,4,1391.0,868.0,3.0,1391,4,2006,2,2006.0,2006,0,2,1,0.0,7
5,1433,3,3,1251.0,441.0,2.0,1433,3,1961,1,1961.0,1990,4,1,0,0.0,7
6,848,4,4,848.0,420.0,2.0,848,4,2003,3,2003.0,2003,0,1,1,170.0,3
6,987,3,4,483.0,264.0,1.0,483,3,1972,1,1972.0,2007,0,1,0,510.0,5
4,845,3,3,845.0,360.0,2.0,845,3,1982,1,1987.0,2006,0,1,0,0.0,4
7,1548,4,5,952.0,672.0,2.0,952,3,1925,1,1978.0,2007,0,2,0,0.0,5
6,2515,4,3,2035.0,484.0,2.0,2515,3,1957,2,1975.0,1975,3,3,1,0.0,9
8,1694,4,4,1694.0,856.0,3.0,1694,5,2006,2,2006.0,2007,4,2,1,302.0,7
8,1602,4,4,1578.0,810.0,3.0,1602,4,2007,2,2007.0,2007,4,2,1,180.0,7
9,1684,5,5,1684.0,564.0,2.0,1684,5,2005,2,2005.0,2005,5,2,1,616.0,6
6,1683,3,3,918.0,440.0,2.0,918,3,1978,2,1978.0,1978,3,2,0,92.0,7
5,1869,3,3,1088.0,456.0,2.0,1188,3,1890,1,1963.0,1996,0,1,0,0.0,7
6,1432,3,4,1022.0,216.0,1.0,1432,3,1923,1,1923.0,1950,4,1,0,0.0,6
7,1414,4,4,1414.0,494.0,2.0,1414,4,2004,2,2004.0,2004,0,2,1,98.0,6
8,1358,4,4,1348.0,418.0,2.0,1358,4,2002,1,2002.0,2002,3,1,1,0.0,5
8,1496,4,4,1496.0,474.0,2.0,1496,4,2007,3,2007.0,2007,0,2,1,140.0,7
6,932,3,4,932.0,306.0,1.0,932,3,1950,1,1950.0,1950,4,1,0,0.0,4
3,1040,3,3,0.0,400.0,2.0,1040,0,1950,1,1987.0,1950,0,2,0,0.0,6
5,1072,3,3,1072.0,1184.0,5.0,1072,3,1925,1,1982.0,1950,0,1,0,0.0,5
4,864,3,3,864.0,576.0,2.0,864,3,1972,1,1980.0,1972,0,1,0,0.0,5
8,2285,4,4,969.0,648.0,3.0,997,4,2000,3,2000.0,2000,3,2,1,72.0,8
5,1117,3,3,1117.0,264.0,1.0,1117,3,1963,1,1963.0,1963,0,1,0,0.0,6
6,848,4,4,848.0,420.0,2.0,848,4,2003,3,2003.0,2003,0,1,1,170.0,4
5,1048,3,3,1048.0,286.0,1.0,1048,3,1956,1,1956.0,1956,0,1,0,120.0,6
4,936,3,3,936.0,288.0,1.0,936,4,1969,1,1969.0,1969,0,1,0,72.0,4
5,1283,3,3,931.0,506.0,2.0,1283,3,1962,1,1980.0,1980,0,1,0,0.0,6
4,1588,3,3,0.0,680.0,2.0,1120,0,1959,3,1991.0,1959,4,2,0,0.0,7
10,2042,5,5,1742.0,724.0,3.0,2042,5,2006,3,2007.0,2007,4,2,1,250.0,8
8,2526,4,4,1165.0,844.0,3.0,1203,4,1994,2,1994.0,1994,3,2,1,391.0,8
7,1873,4,4,988.0,597.0,2.0,988,4,1999,2,1999.0,1999,3,2,1,0.0,7
6,1416,3,4,780.0,400.0,2.0,940,3,1900,1,1956.0,2004,0,1,0,0.0,7
6,1664,3,3,953.0,460.0,2.0,953,4,2000,2,2000.0,2000,3,2,1,0.0,7
7,1428,4,4,1428.0,480.0,2.0,1428,4,2007,3,2007.0,2008,0,2,1,0.0,6
9,1792,5,4,1792.0,925.0,3.0,1792,5,2005,2,2005.0,2006,4,2,1,430.0,6
6,2814,4,4,1077.0,614.0,2.0,1093,4,1995,3,1995.0,2002,3,2,1,190.0,9
5,819,3,4,610.0,0.0,0.0,819,3,1919,0,1919.0,1950,0,1,0,0.0,4
3,1344,2,3,536.0,0.0,0.0,808,3,1915,0,1915.0,1950,0,2,1,0.0,8
6,2119,3,3,689.0,583.0,2.0,1378,3,1972,2,1972.0,1972,3,2,0,333.0,7
5,1285,3,3,672.0,240.0,1.0,1072,3,1948,1,1948.0,2001,0,1,0,0.0,6
7,1433,4,4,1433.0,528.0,2.0,1433,4,1987,2,1987.0,1987,3,1,0,177.0,4
8,2132,4,4,1496.0,612.0,2.0,1496,4,1983,3,1983.0,2009,4,1,0,0.0,5
6,1357,3,5,1019.0,312.0,1.0,1357,3,1959,2,1959.0,2006,4,1,0,84.0,5
7,2196,4,4,2158.0,701.0,3.0,2196,4,1990,2,1990.0,1991,3,2,0,234.0,7
5,1304,3,3,264.0,336.0,1.0,616,4,1976,3,1976.0,1976,4,1,1,0.0,4
8,2358,3,3,684.0,0.0,0.0,938,3,1872,0,1872.0,1987,0,2,0,0.0,8
8,2726,4,4,279.0,691.0,2.0,2726,4,1986,3,1986.0,1986,4,2,0,0.0,6
7,1797,4,4,939.0,639.0,2.0,939,4,2006,2,2006.0,2006,0,2,1,0.0,8
5,1040,3,3,0.0,625.0,2.0,1040,0,1950,1,1950.0,1950,0,1,0,0.0,5
5,789,3,3,789.0,250.0,1.0,789,3,1948,1,1948.0,1950,0,1,0,0.0,5
7,1143,4,4,1143.0,588.0,2.0,1143,4,2004,2,2004.0,2004,4,1,1,0.0,5
6,1489,3,4,1489.0,462.0,2.0,1489,3,1968,2,1968.0,1968,4,2,0,0.0,7
8,1852,4,4,1004.0,660.0,3.0,1004,4,1999,3,1999.0,2000,3,2,1,320.0,7
4,960,3,3,960.0,0.0,0.0,960,3,1958,0,1958.0,1958,0,1,0,0.0,5
5,768,3,3,768.0,624.0,2.0,768,4,1970,1,1987.0,1970,0,1,0,0.0,5
6,1124,3,3,1124.0,353.0,1.0,1124,3,1956,3,1956.0,1994,3,1,0,0.0,6
6,1224,4,4,612.0,528.0,2.0,612,4,2009,2,2009.0,2009,0,2,1,76.0,4
6,1100,3,3,1100.0,0.0,0.0,1100,4,2006,0,2006.0,2007,0,1,1,0.0,6
6,1556,3,3,782.0,470.0,2.0,1019,3,1949,1,1949.0,1950,4,2,0,340.0,6
6,1356,3,3,1244.0,528.0,2.0,1356,4,1977,3,1977.0,1977,3,2,1,0.0,6
6,1262,3,3,1262.0,460.0,2.0,1262,4,1976,2,1976.0,1976,3,2,0,0.0,6
7,1661,4,4,799.0,550.0,2.0,827,4,1996,2,1996.0,1996,3,2,1,0.0,6
7,1857,3,3,945.0,482.0,2.0,945,3,1978,2,1978.0,1978,3,2,0,68.0,8
3,666,2,4,666.0,0.0,0.0,666,2,1946,0,1946.0,1950,0,1,0,0.0,4
6,1981,3,4,1117.0,522.0,2.0,1117,4,1978,3,1978.0,1992,3,2,1,288.0,8
5,1351,3,3,901.0,576.0,2.0,901,3,1925,1,1975.0,1950,4,1,0,0.0,7
5,1005,3,3,1005.0,319.0,1.0,1005,3,1956,1,1956.0,1956,3,1,0,0.0,6
6,2792,4,3,1510.0,520.0,2.0,1584,4,1920,1,1920.0,1950,3,2,0,0.0,8
5,1475,3,3,550.0,336.0,1.0,925,4,1976,1,1976.0,1976,3,2,1,0.0,6
8,1978,4,4,1978.0,850.0,3.0,1978,4,2003,2,2003.0,2003,4,2,1,320.0,8
8,1606,4,4,1598.0,871.0,3.0,1606,4,2006,2,2006.0,2006,4,2,1,383.0,6
6,1158,3,4,1158.0,0.0,0.0,1158,4,2004,0,2004.0,2004,0,1,1,0.0,5
8,1822,4,5,1822.0,678.0,3.0,1822,5,2005,2,2005.0,2006,4,2,1,240.0,8
6,2259,3,4,1809.0,450.0,2.0,2259,4,1953,1,1953.0,1953,4,2,0,184.0,7
6,1635,3,3,1065.0,440.0,2.0,915,4,1923,1,1950.0,1950,4,1,0,0.0,6
5,1002,3,3,1002.0,902.0,2.0,1002,3,1970,1,1973.0,1970,0,1,0,76.0,5
6,1412,3,4,616.0,432.0,2.0,616,4,2006,3,2007.0,2007,4,2,1,0.0,6
5,1728,3,3,1728.0,576.0,2.0,1728,3,1965,1,1987.0,1965,0,2,0,0.0,10
7,1290,4,4,1282.0,662.0,2.0,1290,4,2007,2,2007.0,2007,4,2,1,0.0,6
10,2046,5,5,1994.0,878.0,3.0,2046,5,2005,3,2005.0,2006,4,2,1,400.0,7
6,1471,3,3,729.0,440.0,2.0,742,4,1999,1,1999.0,1999,0,2,1,894.0,6
6,2614,3,3,1522.0,624.0,2.0,1548,3,1974,2,1974.0,1997,3,2,0,0.0,9
8,2466,4,4,1580.0,610.0,2.0,1580,4,2004,2,2004.0,2005,4,3,1,0.0,8
8,1466,4,4,1466.0,610.0,3.0,1466,4,2007,3,2007.0,2007,0,2,1,0.0,7
5,969,3,3,969.0,440.0,2.0,969,3,1975,1,1975.0,1975,0,1,0,0.0,5
7,1664,3,4,1529.0,663.0,2.0,1664,4,1978,3,1978.0,1985,3,2,0,67.0,7
6,1691,4,3,1680.0,550.0,2.0,1691,3,1967,1,1967.0,1967,0,1,0,0.0,5
7,1208,4,4,1208.0,628.0,2.0,1208,4,2007,2,2007.0,2007,0,2,1,108.0,6
5,1052,3,3,1052.0,668.0,1.0,1052,3,1967,3,1984.0,1967,1,1,0,172.0,6
6,1577,3,2,972.0,312.0,1.0,972,3,1939,1,1939.0,1950,4,1,0,0.0,6
5,909,3,3,882.0,294.0,1.0,909,3,1968,1,1968.0,1968,0,1,0,90.0,5
9,1838,5,5,1838.0,682.0,3.0,1838,4,2005,3,2005.0,2006,4,2,1,382.0,9
6,1388,3,3,675.0,317.0,1.0,686,4,1977,1,1977.0,1977,0,1,0,62.0,6
5,1867,4,3,1617.0,303.0,1.0,1867,3,1955,3,1955.0,1993,4,1,0,0.0,7
5,1301,3,2,1145.0,440.0,2.0,1301,3,1924,1,1965.0,1950,0,1,1,0.0,5
6,1251,3,3,1251.0,461.0,1.0,1251,3,1964,2,1964.0,1964,4,1,0,425.0,6
7,1444,4,4,1431.0,577.0,2.0,1444,4,2002,2,2002.0,2001,0,2,1,68.0,6
8,2810,4,4,1453.0,750.0,2.0,1453,5,1990,2,1990.0,1990,5,2,1,336.0,9
6,923,3,3,923.0,264.0,1.0,923,4,1980,2,1980.0,1980,3,2,0,0.0,5
8,2452,4,4,1028.0,683.0,2.0,1210,4,1998,3,1998.0,1999,3,2,1,0.0,9
4,1224,3,3,0.0,530.0,3.0,1224,0,1964,1,1964.0,1964,0,2,0,0.0,8
6,1337,3,3,1237.0,405.0,2.0,1337,5,1998,3,1998.0,1998,0,2,1,443.0,5
5,1701,3,3,1390.0,611.0,2.0,1701,4,1975,3,1975.0,1981,3,2,0,0.0,6
4,1669,3,3,1093.0,288.0,1.0,1093,3,1924,1,1924.0,1950,0,1,0,0.0,9
6,952,3,3,952.0,288.0,1.0,952,3,1968,1,1968.0,1968,0,1,0,86.0,5
5,922,3,3,922.0,308.0,1.0,922,3,1957,1,1957.0,1957,0,1,0,0.0,5
5,1126,3,3,1126.0,484.0,2.0,1126,3,1977,2,1977.0,1977,4,2,0,0.0,5
8,1280,4,4,1280.0,506.0,2.0,1280,4,1992,2,1992.0,1992,0,2,1,0.0,5
5,914,3,5,914.0,368.0,1.0,914,3,1970,2,1970.0,2002,0,1,0,32.0,5
7,1368,3,3,1288.0,784.0,4.0,1368,4,1997,3,1997.0,1997,0,2,1,200.0,8
6,1494,3,4,771.0,213.0,1.0,753,3,1942,1,1942.0,1950,4,1,0,0.0,7
8,1534,4,4,1524.0,484.0,2.0,1534,4,2006,3,2006.0,2006,4,2,1,248.0,7
5,1582,3,3,952.0,250.0,1.0,994,3,1938,1,1938.0,1950,4,2,0,0.0,6
7,3222,3,4,1673.0,594.0,3.0,1699,4,1990,1,1990.0,1990,3,3,1,0.0,11
6,1516,3,3,1516.0,472.0,2.0,1516,3,1964,2,1964.0,1964,0,1,0,180.0,6
5,1032,3,3,0.0,260.0,1.0,1032,0,1935,1,1939.0,1950,3,1,0,0.0,6
3,1588,3,3,448.0,0.0,0.0,1588,2,1949,0,1949.0,1992,0,2,0,0.0,6
7,1316,4,4,1316.0,440.0,2.0,1316,4,2007,3,2007.0,2007,4,2,1,0.0,6
7,1528,4,4,1528.0,480.0,2.0,1528,4,2007,1,2007.0,2007,3,3,1,0.0,6
5,2168,3,4,760.0,576.0,2.0,928,3,1900,1,1998.0,1993,0,2,0,0.0,11
5,1422,3,3,806.0,288.0,1.0,1081,3,1951,1,1951.0,1951,3,1,0,41.0,7
4,990,3,3,990.0,0.0,0.0,990,4,1994,0,1994.0,1995,0,1,1,0.0,5
6,1324,3,3,1088.0,440.0,2.0,1324,3,1965,2,1965.0,1965,3,2,0,101.0,6
6,1690,3,3,924.0,463.0,2.0,948,4,2000,2,2000.0,2000,3,2,1,0.0,7
5,825,3,3,825.0,720.0,2.0,825,3,1955,2,1963.0,1995,0,1,0,0.0,4
6,1556,3,3,727.0,441.0,2.0,829,3,1968,1,1968.0,1968,0,1,0,0.0,8
6,1797,4,4,1152.0,616.0,2.0,1152,4,1993,3,1993.0,1994,2,2,1,0.0,7
5,1056,3,3,1056.0,304.0,1.0,1056,3,1968,1,1968.0,1968,2,1,0,0.0,6
10,3608,4,5,1107.0,840.0,3.0,1518,3,1892,1,1993.0,1993,3,2,0,0.0,12
8,1778,4,5,1573.0,495.0,2.0,1778,5,2005,3,2005.0,2006,4,2,1,473.0,5
4,864,3,3,864.0,0.0,0.0,864,3,1971,0,1971.0,1971,1,1,0,0.0,5
7,1221,4,4,1221.0,400.0,2.0,1221,4,2004,2,2004.0,2005,0,2,1,0.0,6
6,865,3,3,660.0,216.0,1.0,740,3,1920,1,1920.0,1995,4,1,0,0.0,4
7,1223,4,4,600.0,480.0,2.0,520,4,2005,2,2005.0,2005,0,2,1,0.0,4
7,1452,4,4,691.0,506.0,2.0,713,4,1999,1,1999.0,1999,0,2,1,218.0,6
5,1308,3,3,880.0,400.0,2.0,880,3,1915,1,1950.0,1978,0,2,0,0.0,6
7,1374,4,4,384.0,400.0,2.0,744,4,2004,3,2004.0,2004,0,2,1,0.0,7
7,1504,4,4,1346.0,437.0,2.0,1504,4,2005,3,2005.0,2006,4,2,1,14.0,7
6,1384,3,3,384.0,390.0,2.0,754,4,1997,3,1997.0,1997,3,2,1,0.0,7
5,1411,3,3,1204.0,310.0,1.0,1411,3,1955,2,1955.0,1975,3,1,0,0.0,7
5,970,3,3,970.0,624.0,2.0,970,3,1963,1,1996.0,1963,0,1,0,0.0,5
5,904,3,4,864.0,912.0,3.0,904,4,1970,1,1979.0,1970,0,1,1,0.0,5
5,2233,3,3,0.0,579.0,2.0,1100,0,1979,3,1979.0,1979,0,2,0,0.0,11
4,875,3,4,385.0,728.0,2.0,875,3,1972,1,1975.0,2006,0,1,0,0.0,5
6,754,3,3,520.0,0.0,0.0,520,3,1935,0,1935.0,1982,0,1,0,0.0,5
4,1663,3,4,1364.0,529.0,2.0,1663,4,1954,3,1954.0,1994,4,1,0,0.0,6
5,925,3,3,925.0,429.0,1.0,925,3,1965,1,1965.0,1965,0,1,0,0.0,5
5,1308,4,3,728.0,256.0,1.0,976,3,1940,1,1940.0,1950,3,1,0,0.0,7
5,1375,3,3,1240.0,323.0,1.0,1375,3,1956,1,1956.0,1998,4,1,0,0.0,6
8,2385,4,4,1317.0,818.0,3.0,1217,5,2003,3,2003.0,2003,4,2,1,280.0,7
5,1792,3,3,896.0,480.0,2.0,896,4,1974,1,1982.0,1974,0,2,0,0.0,8
8,2464,4,5,2418.0,650.0,3.0,2464,5,2007,3,2007.0,2007,5,2,1,554.0,9
7,1569,4,4,1386.0,660.0,3.0,1569,4,2007,2,2007.0,2007,3,2,1,130.0,7
9,1680,5,5,1555.0,1138.0,3.0,1680,5,2009,3,2009.0,2009,4,1,1,242.0,8
7,1337,4,4,1337.0,531.0,2.0,1337,4,2003,2,2003.0,2003,0,2,1,0.0,6
6,816,3,3,816.0,240.0,1.0,816,3,1934,1,1949.0,1950,2,1,0,0.0,4
7,1541,4,4,1541.0,532.0,2.0,1541,4,2005,2,2005.0,2005,4,2,1,226.0,7
4,1573,3,4,884.0,240.0,1.0,989,3,1935,1,1935.0,1995,0,1,0,0.0,6
4,1461,3,3,832.0,384.0,1.0,832,3,1949,1,1949.0,1996,0,2,0,0.0,6
6,2048,3,3,1958.0,776.0,2.0,2048,3,1976,1,1976.0,1976,0,3,0,0.0,9
6,1642,3,3,903.0,392.0,2.0,910,4,1993,2,1993.0,1994,3,2,1,0.0,7
6,1470,3,3,738.0,624.0,2.0,868,2,1922,1,1970.0,1994,0,1,0,0.0,6
6,2299,3,3,938.0,482.0,2.0,957,4,1999,3,1999.0,2003,3,3,1,0.0,7
7,2035,4,4,884.0,434.0,2.0,884,4,2001,3,2001.0,2001,4,2,1,180.0,8
5,999,3,3,925.0,300.0,1.0,999,3,1962,1,1962.0,1962,0,1,0,0.0,6
8,1378,4,4,1378.0,540.0,2.0,1378,4,2004,3,2004.0,2004,4,2,1,0.0,6
5,1118,3,3,793.0,410.0,2.0,793,4,1939,1,1939.0,1950,4,1,0,0.0,5
4,1440,3,2,1440.0,0.0,0.0,1440,3,1955,0,1955.0,1955,0,2,0,270.0,8
5,1134,3,3,1010.0,254.0,1.0,1134,3,1960,2,1960.0,2002,0,1,0,45.0,6
6,1848,3,4,833.0,370.0,2.0,1053,3,1923,1,1922.0,2000,4,1,0,0.0,8
6,1694,3,3,1181.0,576.0,2.0,1390,3,1925,1,1925.0,1950,4,2,1,0.0,7
4,901,3,3,901.0,281.0,1.0,901,3,1954,1,1954.0,2000,0,1,0,0.0,4
6,1409,3,3,861.0,528.0,2.0,861,3,1938,1,1968.0,1950,4,1,0,0.0,6
6,1656,3,3,1080.0,528.0,2.0,1656,3,1960,3,1960.0,1960,4,1,0,112.0,7
10,2332,5,5,1682.0,846.0,3.0,1742,5,2007,3,2008.0,2008,5,2,1,272.0,9
5,1113,4,4,1113.0,264.0,1.0,1113,3,1950,1,1950.0,2007,4,1,0,0.0,5
6,1232,4,4,816.0,440.0,2.0,1232,3,1916,1,1916.0,2000,4,1,0,0.0,6
9,1950,5,5,1950.0,706.0,3.0,1950,5,2007,3,2007.0,2007,4,2,1,480.0,7
